Year,System,School,Grade,Gender,Ethnicity,Sub Population,Total Student Count,Asian,Asian %,Black or African American,Black or African American %,American Indian / Alaska Native, American Indian / Alaska Native %,Native Hawaiian / Pacific Islander,Native Hawaiian / Pacific Islander %,White,White %,Two or more races,Two or more races %
2017,Bessemer City,Bessemer City High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1021,*,*,925,90.60,22,~,*,*,71,6.95,*,*
2017,Hoover City,Bluff Park Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,639,*,*,103,16.12,*,*,*,*,490,76.68,36,5.63
2017,Madison City,Bob Jones High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1782,146,8.19,400,22.45,14,~,*,*,1155,64.81,59,~
2017,Colbert County,Colbert Heights High School,All Grades,All Gender,All Ethnicity,All SubPopulation,482,*,*,*,*,*,*,*,*,464,~,*,*
2017,Boaz City,Corley Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,357,*,*,*,*,116,32.49,*,*,209,58.54,15,~
2017,Walker County,Dora High School,All Grades,All Gender,All Ethnicity,All SubPopulation,499,*,*,67,13.43,*,*,*,*,417,83.57,*,*
2017,Pell City,Duran Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,284,*,*,35,12.32,*,*,*,*,239,84.15,*,*
2017,Tuscaloosa County,Englewood Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,506,15,~,284,56.13,*,*,*,*,198,39.13,*,*
2017,Talladega County,Fayetteville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,700,*,*,32,~,*,*,*,*,662,94.57,*,*
2017,Baldwin County,Foley Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,697,*,*,125,17.93,*,*,*,*,509,73.03,57,8.18
2017,Cullman County,Good Hope High School,All Grades,All Gender,All Ethnicity,All SubPopulation,470,*,*,*,*,*,*,*,*,449,~,20,~
2017,Marion County,Hamilton Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,497,*,*,20,~,*,*,*,*,460,92.56,*,*
2017,Florence City,Harlan Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,445,*,*,299,67.19,*,*,*,*,81,18.20,64,14.38
2017,Dothan City,Heard Magnet School,All Grades,All Gender,All Ethnicity,All SubPopulation,413,14,~,122,29.54,*,*,*,*,266,64.41,*,*
2017,Etowah County,Hokes Bluff Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,630,*,*,*,*,*,*,*,*,608,~,*,*
2017,Enterprise City,Holly Hill Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,787,22,~,160,20.33,32,~,*,*,519,65.95,49,6.23
2017,Lowndes County,Jackson-Steele Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,171,*,*,*,*,*,*,*,*,*,*,*,*
2017,Clarke County,Joe M Gillmore Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,396,*,*,244,61.62,*,*,*,*,142,35.86,*,*
2017,Dallas County,Keith Middle-High School,All Grades,All Gender,All Ethnicity,All SubPopulation,296,*,*,*,*,*,*,*,*,*,*,*,*
2017,Selma City,Knox Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,174,*,*,*,*,*,*,*,*,*,*,*,*
2017,Chambers County,Lafayette High School,All Grades,All Gender,All Ethnicity,All SubPopulation,250,*,*,225,90.00,*,*,*,*,24,9.60,*,*
2017,Lauderdale County,Lexington School,All Grades,All Gender,All Ethnicity,All SubPopulation,908,*,*,*,*,*,*,*,*,896,~,*,*
2017,Chilton County,Maplesville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,419,*,*,78,18.62,*,*,*,*,331,79.00,*,*
2017,Auburn City,Margaret Yarbrough Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,551,54,9.80,157,28.49,*,*,*,*,331,60.07,*,*
2017,Shelby County,Montevallo Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,320,*,*,90,28.13,24,7.50,*,*,199,62.19,*,*
2017,St Clair County,Moody Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,394,*,*,55,13.96,22,5.58,*,*,303,76.90,*,*
2017,Jackson County,North Sand Mountain School,All Grades,All Gender,All Ethnicity,All SubPopulation,673,*,*,*,*,137,20.36,*,*,532,79.05,*,*
2017,Tuscaloosa City,Northington Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,448,*,*,341,76.12,59,13.17,*,*,37,8.26,*,*
2017,Limestone County,Owens Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,413,*,*,18,~,62,15.01,*,*,314,76.03,18,~
2017,Pickens County,Pickens County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,250,*,*,173,69.20,*,*,*,*,73,29.20,*,*
2017,Escambia County,Pollard-McCall Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,259,*,*,*,*,*,*,*,*,242,93.44,*,*
2017,Autauga County,Prattville Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,991,37,~,282,28.46,*,*,*,*,656,66.20,*,*
2017,Tallapoosa County,Reeltown High School,All Grades,All Gender,All Ethnicity,All SubPopulation,902,*,*,226,25.06,*,*,*,*,657,72.84,11,~
2017,Phenix City,Sherwood Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,575,*,*,230,40.00,*,*,*,*,300,52.17,33,5.74
2017,Decatur City,Somerville Road Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,416,*,*,142,34.13,*,*,*,*,250,60.10,17,~
2017,Dale County,South Dale Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,428,*,*,118,27.57,*,*,*,*,300,70.09,*,*
2017,Choctaw County,Southern Choctaw High School,All Grades,All Gender,All Ethnicity,All SubPopulation,333,*,*,176,52.85,*,*,*,*,156,46.85,*,*
2017,Covington County,Straughn High School,All Grades,All Gender,All Ethnicity,All SubPopulation,382,*,*,12,~,*,*,*,*,366,~,*,*
2017,Sumter County,Sumter Central High School,All Grades,All Gender,All Ethnicity,All SubPopulation,549,*,*,*,*,*,*,*,*,*,*,*,*
2017,Talladega City,Talladega High School,All Grades,All Gender,All Ethnicity,All SubPopulation,514,*,*,381,74.12,*,*,*,*,118,22.96,*,*
2017,Lamar County,Vernon Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,352,*,*,39,11.08,*,*,*,*,305,86.65,*,*
2017,Bibb County,West Blocton High School,All Grades,All Gender,All Ethnicity,All SubPopulation,470,*,*,53,11.28,*,*,*,*,411,87.45,*,*
2017,Houston County,Wicksburg High School,All Grades,All Gender,All Ethnicity,All SubPopulation,969,*,*,62,6.40,*,*,*,*,880,90.82,16,~
2017,Butler County,WO Parmer Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,593,*,*,387,65.26,*,*,*,*,191,32.21,*,*
2017,Cullman County,Good Hope Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,354,*,*,*,*,*,*,*,*,330,93.22,21,5.93
2017,Shelby County,Oak Mountain High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1556,57,~,167,10.73,31,~,*,*,1282,82.39,18,~
2017,Madison City,Discovery Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,815,62,7.61,156,19.14,16,~,*,*,541,66.38,35,~
2017,Cullman County,Good Hope Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,314,*,*,*,*,*,*,*,*,301,~,11,~
2017,Shelby County,Oak Mountain Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,697,36,5.16,81,11.62,25,~,*,*,535,76.76,16,~
2017,Baldwin County,Foley High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1794,15,~,263,14.66,12,~,*,*,1386,77.26,115,6.41
2017,Madison City,Liberty Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,897,73,8.14,178,19.84,11,~,*,*,594,66.22,37,~
2017,Shelby County,Oak Mountain Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,727,36,~,69,9.49,23,~,*,*,579,79.64,20,~
2017,Clay County,Central Jr High School of Clay County,All Grades,All Gender,All Ethnicity,All SubPopulation,291,*,*,42,14.43,*,*,*,*,226,77.66,11,~
2017,Shelby County,Oak Mountain Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,1122,56,~,135,12.03,27,~,*,*,884,78.79,18,~
2017,Gadsden City,Adams Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,401,*,*,249,62.09,95,23.69,*,*,57,14.21,*,*
2017,Montgomery County,Brewbaker Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,692,*,*,498,71.97,181,26.16,*,*,*,*,*,*
2017,Clay County,Central High School of Clay County,All Grades,All Gender,All Ethnicity,All SubPopulation,592,*,*,119,20.10,*,*,*,*,466,78.72,*,*
2017,Pell City,Duran South,All Grades,All Gender,All Ethnicity,All SubPopulation,285,*,*,37,12.98,*,*,*,*,241,84.56,*,*
2017,Wilcox County,F S Ervin Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,259,*,*,*,*,*,*,*,*,*,*,*,*
2017,Tuscaloosa County,Flatwoods Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,493,*,*,189,38.34,36,7.30,*,*,156,31.64,105,21.30
2017,Baldwin County,Foley Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,491,*,*,80,16.29,*,*,*,*,359,73.12,48,9.78
2017,Butler County,Georgiana School ,All Grades,All Gender,All Ethnicity,All SubPopulation,458,*,*,326,71.18,*,*,*,*,123,26.86,*,*
2017,Cullman County,Good Hope Primary School,All Grades,All Gender,All Ethnicity,All SubPopulation,379,*,*,*,*,*,*,*,*,363,~,13,~
2017,Dothan City,Hidden Lake Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,582,11,~,220,37.80,*,*,*,*,336,57.73,*,*
2017,Madison City,Madison Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,575,58,10.09,128,22.26,*,*,*,*,328,57.04,48,8.35
2017,Pelham City,Pelham High School,All Grades,All Gender,All Ethnicity,All SubPopulation,975,27,~,128,13.13,205,21.03,*,*,578,59.28,34,~
2017,Autauga County,Prattville Kindergarten School,All Grades,All Gender,All Ethnicity,All SubPopulation,446,14,~,101,22.65,13,~,*,*,289,64.80,24,5.38
2017,Talladega City,Zora Ellis Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,287,*,*,197,68.64,*,*,*,*,80,27.87,*,*
2017,Baldwin County,Gulf Shores Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,422,*,*,*,*,*,*,*,*,391,92.65,20,~
2017,Cullman County,Harmony School,All Grades,All Gender,All Ethnicity,All SubPopulation,187,*,*,*,*,*,*,*,*,*,*,*,*
2017,Autauga County,Prattville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1985,68,~,530,26.70,11,~,*,*,1352,68.11,20,~
2017,Baldwin County,Gulf Shores Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1028,*,*,18,~,*,*,*,*,918,89.30,71,6.91
2017,Pelham City,Riverchase Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,732,24,~,101,13.80,194,26.50,*,*,373,50.96,40,5.46
2017,Baldwin County,Loxley Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,446,*,*,84,18.83,*,*,*,*,346,77.58,14,~
2017,Baldwin County,Gulf Shores High School,All Grades,All Gender,All Ethnicity,All SubPopulation,841,15,~,*,*,*,*,*,*,797,94.77,14,~
2017,Mobile County,Booker T Washington Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,252,*,*,*,*,*,*,*,*,*,*,*,*
2017,Montgomery County,Brewbaker Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,774,*,*,634,81.91,57,7.36,*,*,66,8.53,13,~
2017,Marshall County,Douglas Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,519,*,*,*,*,17,~,*,*,493,94.99,*,*
2017,Marion County,Hamilton High School,All Grades,All Gender,All Ethnicity,All SubPopulation,513,*,*,26,5.07,*,*,*,*,471,91.81,*,*
2017,Cullman County,Hanceville High School,All Grades,All Gender,All Ethnicity,All SubPopulation,377,*,*,22,5.84,*,*,*,*,324,85.94,30,7.96
2017,Colbert County,Hatton Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,260,*,*,58,22.31,*,*,*,*,189,72.69,13,~
2017,DeKalb County,Henagar Junior High School,All Grades,All Gender,All Ethnicity,All SubPopulation,289,*,*,*,*,91,31.49,*,*,197,68.17,*,*
2017,Etowah County,Ivalee Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,203,*,*,*,*,*,*,*,*,*,*,*,*
2017,Bessemer City,Jonesboro Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,580,*,*,522,90.00,*,*,*,*,42,7.24,*,*
2017,Sheffield City,L E Willson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,308,*,*,125,40.58,*,*,*,*,178,57.79,*,*
2017,Morgan County,Laceys Spring Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,326,*,*,*,*,54,16.56,*,*,260,79.75,*,*
2017,Chambers County,Lafayette Lanier Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,248,*,*,166,66.94,*,*,*,*,73,29.44,*,*
2017,Lamar County,Lamar County High-Intermediate,All Grades,All Gender,All Ethnicity,All SubPopulation,639,*,*,82,12.83,*,*,*,*,555,86.85,*,*
2017,Lawrence County,Lawrence County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,612,*,*,31,5.07,204,33.33,*,*,363,59.31,11,~
2017,Madison County,Madison County Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,417,*,*,27,6.47,46,11.03,*,*,334,80.10,*,*
2017,Selma City,Meadowview Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,278,*,*,214,76.98,*,*,*,*,57,20.50,*,*
2017,Madison City,Mill Creek Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,1007,101,10.03,198,19.66,*,*,*,*,636,63.16,67,6.65
2017,Monroe County,Monroe Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,74,*,*,*,*,*,*,*,*,*,*,*,*
2017,Tuscaloosa City,Oakdale Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,304,*,*,*,*,*,*,*,*,*,*,*,*
2017,Jackson County,Paint Rock Valley High School,All Grades,All Gender,All Ethnicity,All SubPopulation,85,*,*,*,*,*,*,*,*,*,*,*,*
2017,Enterprise City,Pinedale Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,528,*,*,100,18.94,26,~,*,*,368,69.70,30,5.68
2017,Limestone County,Piney Chapel Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,216,*,*,13,6.02,28,12.96,*,*,168,77.78,*,*
2017,Autauga County,Prattville Primary School,All Grades,All Gender,All Ethnicity,All SubPopulation,619,12,~,164,26.49,*,*,*,*,409,66.07,27,~
2017,Pickens County,Reform Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,275,*,*,170,61.82,*,*,*,*,93,33.82,12,~
2017,Shelby County,Shelby County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,607,*,*,65,10.71,*,*,*,*,530,87.31,*,*
2017,Opelika City,Southview Primary School,All Grades,All Gender,All Ethnicity,All SubPopulation,432,*,*,223,51.62,*,*,*,*,190,43.98,*,*
2017,Marengo County,Sweet Water High School,All Grades,All Gender,All Ethnicity,All SubPopulation,617,*,*,230,37.28,*,*,*,*,380,61.59,*,*
2017,Franklin County,Vina High School,All Grades,All Gender,All Ethnicity,All SubPopulation,294,*,*,*,*,*,*,*,*,*,*,*,*
2017,Decatur City,Walter Jackson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,288,*,*,65,22.57,*,*,*,*,194,67.36,26,9.03
2017,Washington County,Washington County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,531,*,*,102,19.21,41,7.72,*,*,387,72.88,*,*
2017,Florence City,Weeden Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,426,*,*,135,31.69,*,*,*,*,245,57.51,42,9.86
2017,Pell City,Williams Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,590,*,*,79,13.39,*,*,*,*,490,83.05,*,*
2017,Covington County,WS Harlan Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,302,*,*,43,14.24,*,*,*,*,254,84.11,*,*
2017,Cullman County,Hanceville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,601,*,*,27,~,*,*,*,*,496,82.53,71,11.81
2017,Cullman County,Hanceville Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,281,*,*,16,5.69,*,*,*,*,232,82.56,33,11.74
2017,Dothan City,Highlands Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,521,18,~,101,19.39,*,*,*,*,395,75.82,*,*
2017,Baldwin County,Magnolia School,All Grades,All Gender,All Ethnicity,All SubPopulation,683,*,*,120,17.57,*,*,*,*,509,74.52,44,6.44
2017,Jefferson County,Bragg Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,775,*,*,222,28.65,*,*,*,*,544,70.19,*,*
2017,Montgomery County,Brewbaker Primary School,All Grades,All Gender,All Ethnicity,All SubPopulation,622,*,*,429,68.97,22,~,*,*,164,26.37,*,*
2017,Birmingham City,George Washington Carver High School,All Grades,All Gender,All Ethnicity,All SubPopulation,878,*,*,721,82.12,22,~,38,~,88,10.02,*,*
2017,Florence City,Hibbett School,All Grades,All Gender,All Ethnicity,All SubPopulation,575,*,*,230,40.00,*,*,*,*,302,52.52,42,7.30
2017,Dothan City,Honeysuckle Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,548,*,*,418,76.28,*,*,*,*,121,22.08,*,*
2017,Madison City,James Clemens High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1836,137,7.46,401,21.84,12,~,*,*,1216,66.23,65,~
2017,Madison County,Madison County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,525,*,*,56,10.67,53,10.10,*,*,404,76.95,*,*
2017,Marion County,Marion County Alternative School,All Grades,All Gender,All Ethnicity,All SubPopulation,29,*,*,*,*,*,*,*,*,*,*,*,*
2017,Tuscaloosa City,Oak Hill School,All Grades,All Gender,All Ethnicity,All SubPopulation,23,*,*,*,*,*,*,*,*,*,*,*,*
2017,Baldwin County,Orange Beach Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,476,*,*,*,*,*,*,*,*,453,~,16,~
2017,Marshall County,Robert D Sloman Primary,All Grades,All Gender,All Ethnicity,All SubPopulation,490,*,*,*,*,110,22.45,*,*,353,72.04,23,~
2017,Macon County,Tuskegee Public Elementary,All Grades,All Gender,All Ethnicity,All SubPopulation,345,*,*,*,*,*,*,*,*,*,*,*,*
2017,Bibb County,Woodstock Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,296,*,*,*,*,*,*,*,*,274,92.57,*,*
2017,Montgomery County,Brewbaker Technology Magnet High School,All Grades,All Gender,All Ethnicity,All SubPopulation,564,43,7.62,368,65.25,*,*,*,*,136,24.11,13,~
2017,Dothan City,Kelly Springs Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,383,12,~,119,31.07,*,*,*,*,212,55.35,32,8.36
2017,Mobile County,Baker High School,All Grades,All Gender,All Ethnicity,All SubPopulation,2829,82,~,918,32.45,27,~,*,*,1727,61.05,71,~
2017,Montgomery County,Capitol Heights Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,583,*,*,451,77.36,80,13.72,*,*,50,8.58,*,*
2017,Marshall County,Douglas High School,All Grades,All Gender,All Ethnicity,All SubPopulation,582,*,*,*,*,26,~,*,*,545,93.64,*,*
2017,Florence City,Florence Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,685,*,*,225,32.85,*,*,*,*,397,57.96,53,7.74
2017,Tuscaloosa County,Hillcrest High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1346,14,~,607,45.10,*,*,*,*,681,50.59,41,~
2017,Cullman County,Holly Pond High School,All Grades,All Gender,All Ethnicity,All SubPopulation,350,*,*,*,*,*,*,*,*,323,92.29,21,6.00
2017,DeKalb County,Ider School,All Grades,All Gender,All Ethnicity,All SubPopulation,709,*,*,*,*,120,16.93,*,*,586,82.65,*,*
2017,Chambers County,John P Powell Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,150,*,*,135,90.00,*,*,*,*,11,7.33,*,*
2017,Etowah County,John S Jones Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,762,24,~,91,11.94,*,*,*,*,639,83.86,*,*
2017,Marion County,Marion County High School,All Grades,All Gender,All Ethnicity,All SubPopulation,258,*,*,23,8.91,*,*,*,*,223,86.43,*,*
2017,Monroe County,Monroeville Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,586,*,*,482,82.25,*,*,*,*,92,15.70,*,*
2017,Selma City,Payne Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,272,*,*,*,*,*,*,*,*,*,*,*,*
2017,Pell City,Pell City High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1133,*,*,160,14.12,16,~,*,*,944,83.32,*,*
2017,Baldwin County,Perdido Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,490,*,*,*,*,15,~,*,*,425,86.73,46,9.39
2017,Jackson County,Pisgah High School,All Grades,All Gender,All Ethnicity,All SubPopulation,615,*,*,*,*,132,21.46,*,*,479,77.89,*,*
2017,Enterprise City,Rucker Boulevard Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,583,14,~,173,29.67,56,9.61,*,*,272,46.66,65,11.15
2017,Dallas County,Salem Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,187,*,*,*,*,*,*,*,*,*,*,*,*
2017,Cherokee County,Sand Rock High School,All Grades,All Gender,All Ethnicity,All SubPopulation,834,*,*,*,*,88,10.55,*,*,744,89.21,*,*
2017,Phenix City,South Girard School,All Grades,All Gender,All Ethnicity,All SubPopulation,410,*,*,253,61.71,*,*,*,*,132,32.20,18,~
2017,Chilton County,Thorsby High School,All Grades,All Gender,All Ethnicity,All SubPopulation,672,*,*,29,~,*,*,*,*,599,89.14,39,5.80
2017,Macon County,Tuskegee Institute Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,232,*,*,*,*,*,*,*,*,*,*,*,*
2017,Decatur City,West Decatur Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,288,*,*,82,28.47,*,*,*,*,200,69.44,*,*
2017,Opelika City,West Forest Intermediate School,All Grades,All Gender,All Ethnicity,All SubPopulation,362,*,*,229,63.26,74,20.44,*,*,42,11.60,12,~
2017,Clarke County,Wilson Hall Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,260,*,*,171,65.77,*,*,*,*,86,33.08,*,*
2017,Cullman County,Holly Pond Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,397,*,*,*,*,*,*,*,*,374,94.21,19,~
2017,Cullman County,Holly Pond Middle,All Grades,All Gender,All Ethnicity,All SubPopulation,237,*,*,*,*,*,*,*,*,222,93.67,13,5.49
2017,Escambia County,Rachel Patterson Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,390,*,*,309,79.23,*,*,*,*,66,16.92,*,*
2017,Montgomery County,Carr Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,794,71,8.94,620,78.09,*,*,*,*,82,10.33,*,*
2017,Marshall County,Douglas Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,469,*,*,*,*,15,~,*,*,439,93.60,11,~
2017,Tuscaloosa County,Hillcrest Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,558,13,~,319,57.17,*,*,*,*,211,37.81,14,~
2017,Dothan City,Morris Slingluff Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,383,*,*,274,71.54,*,*,*,*,99,25.85,*,*
2017,Marion County,Phillips Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,235,*,*,*,*,*,*,*,*,223,94.89,*,*
2017,Baldwin County,Pine Grove Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,493,*,*,210,42.60,*,*,*,*,245,49.70,38,7.71
2017,Tuscaloosa City,Rock Quarry Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,525,43,8.19,30,5.71,*,*,*,*,430,81.90,13,~
2017,Blount County,Southeastern School,All Grades,All Gender,All Ethnicity,All SubPopulation,748,*,*,19,~,142,18.98,*,*,587,78.48,*,*
2017,Escambia County,W S Neal Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,520,*,*,134,25.77,12,~,*,*,356,68.46,16,~
2017,Tuscaloosa City,Rock Quary Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,524,26,~,102,19.47,*,*,*,*,384,73.28,*,*
2017,Escambia County,W S Neal Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,441,*,*,105,23.81,*,*,*,*,316,71.66,14,~
2017,Decatur City,Benjamin Davis Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,259,*,*,83,32.05,*,*,*,*,156,60.23,12,~
2017,Jefferson County,Brighton School,All Grades,All Gender,All Ethnicity,All SubPopulation,448,*,*,301,67.19,*,*,*,*,141,31.47,*,*
2017,Montgomery County,Carver Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,468,*,*,*,*,*,*,*,*,*,*,*,*
2017,Birmingham City,Central Park Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,527,*,*,463,87.86,12,~,*,*,27,5.12,16,~
2017,Albertville City,Evans Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,821,*,*,42,5.12,52,6.33,*,*,684,83.31,38,~
2017,Etowah County,Highland Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,184,*,*,*,*,*,*,*,*,173,94.02,*,*
2017,Colbert County,Leighton Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,340,*,*,84,24.71,*,*,*,*,218,64.12,33,9.71
2017,Madison County,Madison Cross Roads Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,961,*,*,239,24.87,52,5.41,*,*,626,65.14,35,~
2017,Monroe County,Monroeville Middle School,All Grades,All Gender,All Ethnicity,All SubPopulation,389,*,*,329,84.58,*,*,*,*,53,13.62,*,*
2017,Dothan City,Montana Street Magnet School,All Grades,All Gender,All Ethnicity,All SubPopulation,487,12,~,120,24.64,*,*,*,*,349,71.66,*,*
2017,Lawrence County,Moulton Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,686,*,*,35,5.10,50,7.29,*,*,565,82.36,32,~
2017,Marion County,Phillips High School,All Grades,All Gender,All Ethnicity,All SubPopulation,207,*,*,*,*,*,*,*,*,*,*,*,*
2017,Anniston City,Randolph Park Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,340,*,*,*,*,*,*,*,*,*,*,*,*
2017,Lauderdale County,Rogers High School,All Grades,All Gender,All Ethnicity,All SubPopulation,1235,*,*,*,*,*,*,*,*,1217,~,*,*
2017,Jackson County,Rosalie Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,194,*,*,*,*,34,17.53,*,*,155,79.90,*,*
2017,Selma City,Selma High School,All Grades,All Gender,All Ethnicity,All SubPopulation,900,*,*,*,*,*,*,*,*,*,*,*,*
2017,Shelby County,Shelby Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,175,*,*,*,*,*,*,*,*,*,*,*,*
2017,Tuscaloosa City,Skyland Elementary School,All Grades,All Gender,All Ethnicity,All SubPopulation,344,*,*,324,94.19,*,*,*,*,11,~,*,*
2017,Cherokee County,Spring Garden High School,All Grades,All Gender,All Ethnicity,All SubPopulation,583,*,*,11,~,23,~,*,*,543,93.14,*,*
